,restaurant_name,category,pricing_for_2,pricing_level,dining_rating,dining_review_count,locality,district,zipcode,latitude,longitude
1100,Brick N Bean Cafe,Fast Food,1000,500-1000,4.1,191,"Sector 50, Gurgaon",Gurgaon,101301,28.41365696,77.06571858
1100,Brick N Bean Cafe,Beverages,1000,500-1000,4.1,191,"Sector 50, Gurgaon",Gurgaon,101301,28.41365696,77.06571858
1101,New Gole Hatti,Street Food,150,0-500,4.1,232," West Patel Nagar, New Delhi",West Delhi,110008,28.64805475,77.16424819
1102,Aroma Rest O Bar,North Indian,800,500-1000,4.1,335," Karkardooma, New Delhi",North West Delhi,110051,28.64836634,77.30213653
1102,Aroma Rest O Bar,Mughlai,800,500-1000,4.1,335," Karkardooma, New Delhi",North West Delhi,110051,28.64836634,77.30213653
1102,Aroma Rest O Bar,Chinese,800,500-1000,4.1,335," Karkardooma, New Delhi",North West Delhi,110051,28.64836634,77.30213653
1103,Giruz,Cafe,700,500-1000,4.1,270,"Baani Square, Sector 50, Gurgaon",Gurgaon,101301,28.42553641,77.05762703
1103,Giruz,Sandwich,700,500-1000,4.1,270,"Baani Square, Sector 50, Gurgaon",Gurgaon,101301,28.42553641,77.05762703
1103,Giruz,Desserts,700,500-1000,4.1,270,"Baani Square, Sector 50, Gurgaon",Gurgaon,101301,28.42553641,77.05762703
1103,Giruz,Burger,700,500-1000,4.1,270,"Baani Square, Sector 50, Gurgaon",Gurgaon,101301,28.42553641,77.05762703
1103,Giruz,Pizza,700,500-1000,4.1,270,"Baani Square, Sector 50, Gurgaon",Gurgaon,101301,28.42553641,77.05762703
1103,Giruz,Fast Food,700,500-1000,4.1,270,"Baani Square, Sector 50, Gurgaon",Gurgaon,101301,28.42553641,77.05762703
1103,Giruz,Beverages,700,500-1000,4.1,270,"Baani Square, Sector 50, Gurgaon",Gurgaon,101301,28.42553641,77.05762703
1104,Big Bang City,Italian,2000,1000-2500,4.1,132," Janpath, New Delhi",Central Delhi,110001,28.62836348,77.21975148
1104,Big Bang City,North Indian,2000,1000-2500,4.1,132," Janpath, New Delhi",Central Delhi,110001,28.62836348,77.21975148
1104,Big Bang City,Mughlai,2000,1000-2500,4.1,132," Janpath, New Delhi",Central Delhi,110001,28.62836348,77.21975148
1104,Big Bang City,Modern Indian,2000,1000-2500,4.1,132," Janpath, New Delhi",Central Delhi,110001,28.62836348,77.21975148
1105,Noodle Bowl,Thai,800,500-1000,4.1,360,"Sector 6, Dwarka, New Delhi",South West Delhi,110075,28.595159,77.065041
1105,Noodle Bowl,Chinese,800,500-1000,4.1,360,"Sector 6, Dwarka, New Delhi",South West Delhi,110075,28.595159,77.065041
1105,Noodle Bowl,Tibetan,800,500-1000,4.1,360,"Sector 6, Dwarka, New Delhi",South West Delhi,110075,28.595159,77.065041
1105,Noodle Bowl,Japanese,800,500-1000,4.1,360,"Sector 6, Dwarka, New Delhi",South West Delhi,110075,28.595159,77.065041
1106,Shibiya Restaurant,North Indian,600,500-1000,4.1,485,"Sector 43, Faridabad",Faridabad,121004,28.45139667,77.28305295
1106,Shibiya Restaurant,Chinese,600,500-1000,4.1,485,"Sector 43, Faridabad",Faridabad,121004,28.45139667,77.28305295
1106,Shibiya Restaurant,Mughlai,600,500-1000,4.1,485,"Sector 43, Faridabad",Faridabad,121004,28.45139667,77.28305295
1107,The Coco Company,Cafe,600,500-1000,4.1,356," Ninex City Mart Mall, Sohna Road, Gurgaon",Faridabad,122012,28.41645275,77.04140905
1107,The Coco Company,Bakery,600,500-1000,4.1,356," Ninex City Mart Mall, Sohna Road, Gurgaon",Faridabad,122012,28.41645275,77.04140905
1107,The Coco Company,Desserts,600,500-1000,4.1,356," Ninex City Mart Mall, Sohna Road, Gurgaon",Faridabad,122012,28.41645275,77.04140905
1107,The Coco Company,Fast Food,600,500-1000,4.1,356," Ninex City Mart Mall, Sohna Road, Gurgaon",Faridabad,122012,28.41645275,77.04140905
1108,Foreign Dhaba Express,Mughlai,1500,1000-2500,4.1,499," Punjabi Bagh, New Delhi",West Delhi,110026,28.66591046,77.12604113
1108,Foreign Dhaba Express,North Indian,1500,1000-2500,4.1,499," Punjabi Bagh, New Delhi",West Delhi,110026,28.66591046,77.12604113
1108,Foreign Dhaba Express,Continental,1500,1000-2500,4.1,499," Punjabi Bagh, New Delhi",West Delhi,110026,28.66591046,77.12604113
1108,Foreign Dhaba Express,Chinese,1500,1000-2500,4.1,499," Punjabi Bagh, New Delhi",West Delhi,110026,28.66591046,77.12604113
1108,Foreign Dhaba Express,Thai,1500,1000-2500,4.1,499," Punjabi Bagh, New Delhi",West Delhi,110026,28.66591046,77.12604113
1109,Monster's Cafe,North Indian,1200,1000-2500,4.1,631,"DLF Phase 4, Gurgaon",Faridabad,122009,28.4731131,77.08150372
1109,Monster's Cafe,Continental,1200,1000-2500,4.1,631,"DLF Phase 4, Gurgaon",Faridabad,122009,28.4731131,77.08150372
1109,Monster's Cafe,Italian,1200,1000-2500,4.1,631,"DLF Phase 4, Gurgaon",Faridabad,122009,28.4731131,77.08150372
1109,Monster's Cafe,Chinese,1200,1000-2500,4.1,631,"DLF Phase 4, Gurgaon",Faridabad,122009,28.4731131,77.08150372
1109,Monster's Cafe,Fast Food,1200,1000-2500,4.1,631,"DLF Phase 4, Gurgaon",Faridabad,122009,28.4731131,77.08150372
1110,Knight,North Indian,1600,1000-2500,4.1,764," Connaught Place, New Delhi",Central Delhi,110001,28.63478846,77.21977059
1110,Knight,Italian,1600,1000-2500,4.1,764," Connaught Place, New Delhi",Central Delhi,110001,28.63478846,77.21977059
1110,Knight,Chinese,1600,1000-2500,4.1,764," Connaught Place, New Delhi",Central Delhi,110001,28.63478846,77.21977059
1110,Knight,Continental,1600,1000-2500,4.1,764," Connaught Place, New Delhi",Central Delhi,110001,28.63478846,77.21977059
1110,Knight,Seafood,1600,1000-2500,4.1,764," Connaught Place, New Delhi",Central Delhi,110001,28.63478846,77.21977059
1110,Knight,Beverages,1600,1000-2500,4.1,764," Connaught Place, New Delhi",Central Delhi,110001,28.63478846,77.21977059
1111,Fourty Four,Sandwich,700,500-1000,4.1,330,"Sector 45, Noida",Gautam Buddha Nagar,201303,28.55560579,77.34667193
1111,Fourty Four,Pizza,700,500-1000,4.1,330,"Sector 45, Noida",Gautam Buddha Nagar,201303,28.55560579,77.34667193
1111,Fourty Four,Fast Food,700,500-1000,4.1,330,"Sector 45, Noida",Gautam Buddha Nagar,201303,28.55560579,77.34667193
1111,Fourty Four,Beverages,700,500-1000,4.1,330,"Sector 45, Noida",Gautam Buddha Nagar,201303,28.55560579,77.34667193
1112,Jugaad Kitchen,North Indian,1000,500-1000,4.1,453,"Sector 31, Gurgaon",South West Delhi,122022,28.45359012,77.05100935
1112,Jugaad Kitchen,Chinese,1000,500-1000,4.1,453,"Sector 31, Gurgaon",South West Delhi,122022,28.45359012,77.05100935
1112,Jugaad Kitchen,Mughlai,1000,500-1000,4.1,453,"Sector 31, Gurgaon",South West Delhi,122022,28.45359012,77.05100935
1112,Jugaad Kitchen,Kebab,1000,500-1000,4.1,453,"Sector 31, Gurgaon",South West Delhi,122022,28.45359012,77.05100935
1112,Jugaad Kitchen,Momos,1000,500-1000,4.1,453,"Sector 31, Gurgaon",South West Delhi,122022,28.45359012,77.05100935
1113,Ustadi,Biryani,800,500-1000,4.1,235,"Sector 72, Noida",Gautam Buddha Nagar,201307,28.57968,77.38567
1114,Nawab's Biryani,North Indian,700,500-1000,4.1,306,"Sector 18, Noida",Gautam Buddha Nagar,201313,28.57101037,77.32487798
1114,Nawab's Biryani,Biryani,700,500-1000,4.1,306,"Sector 18, Noida",Gautam Buddha Nagar,201313,28.57101037,77.32487798
1114,Nawab's Biryani,Mughlai,700,500-1000,4.1,306,"Sector 18, Noida",Gautam Buddha Nagar,201313,28.57101037,77.32487798
1115,Q Bistro,Cafe,700,500-1000,4.1,515," Janakpuri, New Delhi",South West Delhi,110046,28.61288784,77.09864572
1115,Q Bistro,Fast Food,700,500-1000,4.1,515," Janakpuri, New Delhi",South West Delhi,110046,28.61288784,77.09864572
1115,Q Bistro,Chinese,700,500-1000,4.1,515," Janakpuri, New Delhi",South West Delhi,110046,28.61288784,77.09864572
1115,Q Bistro,Beverages,700,500-1000,4.1,515," Janakpuri, New Delhi",South West Delhi,110046,28.61288784,77.09864572
1116,Empress Of China - Eros Hotel,Chinese,3300,2500-5000,4.1,220," Eros Hotel, Nehru Place, New Delhi",South East Delhi,110019,28.54994994,77.24941872
1116,Empress Of China - Eros Hotel,Seafood,3300,2500-5000,4.1,220," Eros Hotel, Nehru Place, New Delhi",South East Delhi,110019,28.54994994,77.24941872
1116,Empress Of China - Eros Hotel,Desserts,3300,2500-5000,4.1,220," Eros Hotel, Nehru Place, New Delhi",South East Delhi,110019,28.54994994,77.24941872
1117,Clip Kitchen,Chinese,1000,500-1000,4.1,447," Raj Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.67660931,77.44995173
1117,Clip Kitchen,Italian,1000,500-1000,4.1,447," Raj Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.67660931,77.44995173
1117,Clip Kitchen,Continental,1000,500-1000,4.1,447," Raj Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.67660931,77.44995173
1117,Clip Kitchen,Asian,1000,500-1000,4.1,447," Raj Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.67660931,77.44995173
1117,Clip Kitchen,North Indian,1000,500-1000,4.1,447," Raj Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.67660931,77.44995173
1117,Clip Kitchen,Beverages,1000,500-1000,4.1,447," Raj Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.67660931,77.44995173
1118,The Second Wife Restaurant,North Indian,600,500-1000,4.1,314," Hajipur, Noida",Gautam Buddha Nagar,201303,28.540011,77.367941
1118,The Second Wife Restaurant,Mughlai,600,500-1000,4.1,314," Hajipur, Noida",Gautam Buddha Nagar,201303,28.540011,77.367941
1118,The Second Wife Restaurant,Chinese,600,500-1000,4.1,314," Hajipur, Noida",Gautam Buddha Nagar,201303,28.540011,77.367941
1118,The Second Wife Restaurant,Fast Food,600,500-1000,4.1,314," Hajipur, Noida",Gautam Buddha Nagar,201303,28.540011,77.367941
1119,The Great Indian Dosa,South Indian,500,0-500,4.1,466," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.6970097,77.20429122
1120,Delhi - Kingdom of Dreams,North Indian,500,0-500,4.1,455,"Kingdom of Dreams, Sector 29, Gurgaon",Faridabad,122007,28.46856279,77.06780098
1120,Delhi - Kingdom of Dreams,Street Food,500,0-500,4.1,455,"Kingdom of Dreams, Sector 29, Gurgaon",Faridabad,122007,28.46856279,77.06780098
1121,Momopoly By Little Skillet,Chinese,500,0-500,4.1,265,"Sector 49, Gurgaon",South West Delhi,122101,28.41179621,77.0491251
1121,Momopoly By Little Skillet,Fast Food,500,0-500,4.1,265,"Sector 49, Gurgaon",South West Delhi,122101,28.41179621,77.0491251
1121,Momopoly By Little Skillet,North Indian,500,0-500,4.1,265,"Sector 49, Gurgaon",South West Delhi,122101,28.41179621,77.0491251
1121,Momopoly By Little Skillet,Momos,500,0-500,4.1,265,"Sector 49, Gurgaon",South West Delhi,122101,28.41179621,77.0491251
1122,Mad Drop,Burger,500,0-500,4.1,374,"Sector 21, Faridabad",Faridabad,121001,28.4315741,77.2971265
1122,Mad Drop,Pizza,500,0-500,4.1,374,"Sector 21, Faridabad",Faridabad,121001,28.4315741,77.2971265
1122,Mad Drop,Rolls,500,0-500,4.1,374,"Sector 21, Faridabad",Faridabad,121001,28.4315741,77.2971265
1122,Mad Drop,Sandwich,500,0-500,4.1,374,"Sector 21, Faridabad",Faridabad,121001,28.4315741,77.2971265
1122,Mad Drop,Fast Food,500,0-500,4.1,374,"Sector 21, Faridabad",Faridabad,121001,28.4315741,77.2971265
1122,Mad Drop,Desserts,500,0-500,4.1,374,"Sector 21, Faridabad",Faridabad,121001,28.4315741,77.2971265
1122,Mad Drop,Beverages,500,0-500,4.1,374,"Sector 21, Faridabad",Faridabad,121001,28.4315741,77.2971265
1123,Hudson Oven,Cafe,600,500-1000,4.1,240," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69505836,77.20419064
1123,Hudson Oven,Pizza,600,500-1000,4.1,240," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69505836,77.20419064
1124,Winkies,Fast Food,300,0-500,4.1,284," Kavi Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.6750624,77.4417301
1124,Winkies,Beverages,300,0-500,4.1,284," Kavi Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.6750624,77.4417301
1125,Chandni Chowk To Galwan Valley,North Indian,500,0-500,4.1,219,"DLF Phase 4, Gurgaon",Faridabad,122002,28.47340782,77.08007175
1125,Chandni Chowk To Galwan Valley,Mughlai,500,0-500,4.1,219,"DLF Phase 4, Gurgaon",Faridabad,122002,28.47340782,77.08007175
1125,Chandni Chowk To Galwan Valley,Chinese,500,0-500,4.1,219,"DLF Phase 4, Gurgaon",Faridabad,122002,28.47340782,77.08007175
1125,Chandni Chowk To Galwan Valley,Biryani,500,0-500,4.1,219,"DLF Phase 4, Gurgaon",Faridabad,122002,28.47340782,77.08007175
1125,Chandni Chowk To Galwan Valley,Fast Food,500,0-500,4.1,219,"DLF Phase 4, Gurgaon",Faridabad,122002,28.47340782,77.08007175
1125,Chandni Chowk To Galwan Valley,Desserts,500,0-500,4.1,219,"DLF Phase 4, Gurgaon",Faridabad,122002,28.47340782,77.08007175
1126,Maestro,Cafe,900,500-1000,4.1,397,"Ashok Vihar Phase 1, New Delhi",North West Delhi,110052,28.69275524,77.17316419
1126,Maestro,Italian,900,500-1000,4.1,397,"Ashok Vihar Phase 1, New Delhi",North West Delhi,110052,28.69275524,77.17316419
1126,Maestro,North Indian,900,500-1000,4.1,397,"Ashok Vihar Phase 1, New Delhi",North West Delhi,110052,28.69275524,77.17316419
1126,Maestro,Chinese,900,500-1000,4.1,397,"Ashok Vihar Phase 1, New Delhi",North West Delhi,110052,28.69275524,77.17316419
1127,Kamal's,North Indian,300,0-500,4.1,420," Sunder Nagar, New Delhi",South East Delhi,110503,28.60249981,77.2408722
1127,Kamal's,Fast Food,300,0-500,4.1,420," Sunder Nagar, New Delhi",South East Delhi,110503,28.60249981,77.2408722
1127,Kamal's,Street Food,300,0-500,4.1,420," Sunder Nagar, New Delhi",South East Delhi,110503,28.60249981,77.2408722
1127,Kamal's,Mithai,300,0-500,4.1,420," Sunder Nagar, New Delhi",South East Delhi,110503,28.60249981,77.2408722
1127,Kamal's,Beverages,300,0-500,4.1,420," Sunder Nagar, New Delhi",South East Delhi,110503,28.60249981,77.2408722
1128,Munch Nation,North Indian,500,0-500,4.1,650,"Ashok Vihar Phase 3, New Delhi",North West Delhi,110052,28.693226,77.1895383
1128,Munch Nation,Chinese,500,0-500,4.1,650,"Ashok Vihar Phase 3, New Delhi",North West Delhi,110052,28.693226,77.1895383
1128,Munch Nation,Fast Food,500,0-500,4.1,650,"Ashok Vihar Phase 3, New Delhi",North West Delhi,110052,28.693226,77.1895383
1129,Biryani By Moumita Biryani Pal,Biryani,500,0-500,4.1,303," Palam, New Delhi",South West Delhi,110045,28.59734691,77.07692653
1129,Biryani By Moumita Biryani Pal,North Indian,500,0-500,4.1,303," Palam, New Delhi",South West Delhi,110045,28.59734691,77.07692653
1130,Standard Burfee,Mithai,200,0-500,4.1,280," Karol Bagh, New Delhi",Central Delhi,110005,28.65061189,77.19291028
1130,Standard Burfee,Street Food,200,0-500,4.1,280," Karol Bagh, New Delhi",Central Delhi,110005,28.65061189,77.19291028
1131,New Udupi Restaurant,South Indian,200,0-500,4.1,230," Nehru Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.657931,77.44005
1131,New Udupi Restaurant,Chinese,200,0-500,4.1,230," Nehru Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.657931,77.44005
1132,Cafe Purani Dilli,North Indian,600,500-1000,4.1,481," Punjabi Bagh, New Delhi",West Delhi,110026,28.67106029,77.12463364
1132,Cafe Purani Dilli,Mughlai,600,500-1000,4.1,481," Punjabi Bagh, New Delhi",West Delhi,110026,28.67106029,77.12463364
1132,Cafe Purani Dilli,Biryani,600,500-1000,4.1,481," Punjabi Bagh, New Delhi",West Delhi,110026,28.67106029,77.12463364
1133,Chinese Corner,Chinese,550,500-1000,4.1,559," Vyapar Kendra, Sushant Lok, Gurgaon",Faridabad,122002,28.45998332,77.08393313
1134,The Diet Kitchen,Continental,700,500-1000,4.1,368," East Patel Nagar, New Delhi",West Delhi,110060,28.64458805,77.17381395
1134,The Diet Kitchen,Healthy Food,700,500-1000,4.1,368," East Patel Nagar, New Delhi",West Delhi,110060,28.64458805,77.17381395
1134,The Diet Kitchen,Salad,700,500-1000,4.1,368," East Patel Nagar, New Delhi",West Delhi,110060,28.64458805,77.17381395
1135,Slice of Italy,Pizza,500,0-500,4.1,585," Meharchand Market, Lodhi Colony, New Delhi",Central Delhi,110003,28.58186552,77.22696494
1135,Slice of Italy,Italian,500,0-500,4.1,585," Meharchand Market, Lodhi Colony, New Delhi",Central Delhi,110003,28.58186552,77.22696494
1136,Caspian,North Indian,500,0-500,4.1,149,"Sector 50, Noida",Gautam Buddha Nagar,201303,28.57063731,77.36240309
1136,Caspian,Chinese,500,0-500,4.1,149,"Sector 50, Noida",Gautam Buddha Nagar,201303,28.57063731,77.36240309
1136,Caspian,Biryani,500,0-500,4.1,149,"Sector 50, Noida",Gautam Buddha Nagar,201303,28.57063731,77.36240309
1137,Dayum,Fast Food,400,0-500,4.1,218," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69452869,77.20416918
1137,Dayum,Desserts,400,0-500,4.1,218," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69452869,77.20416918
1137,Dayum,Beverages,400,0-500,4.1,218," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69452869,77.20416918
1138,Oh My Grill,North Indian,500,0-500,4.1,216," Shastri Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.66611816,77.4584597
1138,Oh My Grill,Chinese,500,0-500,4.1,216," Shastri Nagar, Ghaziabad",Gautam Buddha Nagar,201001,28.66611816,77.4584597
1139,Tandoor Express,Mughlai,600,500-1000,4.1,427," Golf Course Road, Gurgaon",Faridabad,122011,28.440334,77.102852
1139,Tandoor Express,North Indian,600,500-1000,4.1,427," Golf Course Road, Gurgaon",Faridabad,122011,28.440334,77.102852
1139,Tandoor Express,Chinese,600,500-1000,4.1,427," Golf Course Road, Gurgaon",Faridabad,122011,28.440334,77.102852
1139,Tandoor Express,Desserts,600,500-1000,4.1,427," Golf Course Road, Gurgaon",Faridabad,122011,28.440334,77.102852
1139,Tandoor Express,Beverages,600,500-1000,4.1,427," Golf Course Road, Gurgaon",Faridabad,122011,28.440334,77.102852
1140,Aandaz Wakhra,North Indian,600,500-1000,4.1,456,"Spice World Mall, Sector 25, Noida",Gautam Buddha Nagar,201301,28.5861707,77.3409025
1140,Aandaz Wakhra,Mughlai,600,500-1000,4.1,456,"Spice World Mall, Sector 25, Noida",Gautam Buddha Nagar,201301,28.5861707,77.3409025
1141,Cakesisland.com,Bakery,500,0-500,4.1,307," Udyog Vihar, Gurgaon",South West Delhi,122016,28.51299935,77.08023135
1141,Cakesisland.com,Desserts,500,0-500,4.1,307," Udyog Vihar, Gurgaon",South West Delhi,122016,28.51299935,77.08023135
1142,Oh Yummy,Pizza,500,0-500,4.1,314," Vikaspuri, New Delhi",West Delhi,110018,28.63992863,77.08158184
1142,Oh Yummy,Pasta,500,0-500,4.1,314," Vikaspuri, New Delhi",West Delhi,110018,28.63992863,77.08158184
1142,Oh Yummy,Fast Food,500,0-500,4.1,314," Vikaspuri, New Delhi",West Delhi,110018,28.63992863,77.08158184
1142,Oh Yummy,Beverages,500,0-500,4.1,314," Vikaspuri, New Delhi",West Delhi,110018,28.63992863,77.08158184
1143,Wrapchick,North Indian,650,500-1000,4.1,418," Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",Faridabad,122002,28.46073201,77.07976632
1143,Wrapchick,Chinese,650,500-1000,4.1,418," Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",Faridabad,122002,28.46073201,77.07976632
1143,Wrapchick,BBQ,650,500-1000,4.1,418," Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",Faridabad,122002,28.46073201,77.07976632
1143,Wrapchick,Lebanese,650,500-1000,4.1,418," Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",Faridabad,122002,28.46073201,77.07976632
1144,Mealtime,North Indian,450,0-500,4.1,384,"Gaur City 1, Greater Noida",Gautam Buddha Nagar,201318,28.612413,77.425124
1145,The Big Bun,Burger,300,0-500,4.1,354," Rohini, New Delhi",North West Delhi,110034,28.70478586,77.12615982
1145,The Big Bun,Beverages,300,0-500,4.1,354," Rohini, New Delhi",North West Delhi,110034,28.70478586,77.12615982
1145,The Big Bun,Fast Food,300,0-500,4.1,354," Rohini, New Delhi",North West Delhi,110034,28.70478586,77.12615982
1146,Kathi Junction,Rolls,300,0-500,4.1,303,"Sector 62, Noida",Gautam Buddha Nagar,110095,28.62452767,77.37044804
1146,Kathi Junction,Beverages,300,0-500,4.1,303,"Sector 62, Noida",Gautam Buddha Nagar,110095,28.62452767,77.37044804
1147,Ruchikaaram,South Indian,500,0-500,4.1,334,"DLF Phase 3, Gurgaon",Faridabad,122010,28.49418623,77.09397096
1147,Ruchikaaram,North Indian,500,0-500,4.1,334,"DLF Phase 3, Gurgaon",Faridabad,122010,28.49418623,77.09397096
1148,Pizza Xpress,Pizza,500,0-500,4.1,348," Uttam Nagar, New Delhi",West Delhi,110059,28.61960542,77.06636902
1148,Pizza Xpress,Fast Food,500,0-500,4.1,348," Uttam Nagar, New Delhi",West Delhi,110059,28.61960542,77.06636902
1149,2 Dollar Cafe,Chinese,400,0-500,4.1,236,"Gaur City 2, Greater Noida",Gautam Buddha Nagar,201318,28.61828807,77.42703963
1149,2 Dollar Cafe,North Indian,400,0-500,4.1,236,"Gaur City 2, Greater Noida",Gautam Buddha Nagar,201318,28.61828807,77.42703963
1149,2 Dollar Cafe,Salad,400,0-500,4.1,236,"Gaur City 2, Greater Noida",Gautam Buddha Nagar,201318,28.61828807,77.42703963
1149,2 Dollar Cafe,Sandwich,400,0-500,4.1,236,"Gaur City 2, Greater Noida",Gautam Buddha Nagar,201318,28.61828807,77.42703963
1149,2 Dollar Cafe,Burger,400,0-500,4.1,236,"Gaur City 2, Greater Noida",Gautam Buddha Nagar,201318,28.61828807,77.42703963
1149,2 Dollar Cafe,Rolls,400,0-500,4.1,236,"Gaur City 2, Greater Noida",Gautam Buddha Nagar,201318,28.61828807,77.42703963
